x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
-0.067804754,0.039012138,0.013058675,-0.013916731,0.028223902,-0.020441532,0.038806275,-0.06394845,-0.023848653,-0.11706942,0.06400424,0.116875835,-0.105766356,0.09150573,-0.02044475,-0.09522885,-0.1421904,-0.122148156,-0.0437057,-0.04384911,0.07473617,-0.117682815,0.00927203,-0.03851974,0.078606635,0.019212497,0.010929082,-0.08048743,-0.0007850528,0.038259443,0.009256573,0.007791169,-0.08529878,-0.09054124,-0.11016232,0.0037619695,0.113365576,-0.062303185,-0.100681186,-0.077889144,0.011916719,-0.06832951,0.042543154,-0.038025558,0.012607863,0.012573365,0.0018337592,0.043585245,0.07169317,0.031628646,-0.034718037,-0.12682724,0.05053665,0.03592935,-0.009117901,-0.06424779,0.09771271,-0.060400248,0.0044524265,0.008122749,-0.03642595,-0.0032995343,-0.058656573,0.15715033
-0.11365008,0.10807436,0.025153417,-0.018015325,0.0074061053,0.0044551883,0.019558296,-0.09715301,-0.011603534,-0.113160074,0.050491374,0.042546965,-0.11155367,0.059201073,-0.040269494,-0.10671371,-0.0647043,-0.050475597,-0.04204148,-0.08759165,0.06830172,-0.043107867,0.0075620916,-0.0059934855,0.09646024,-0.016807854,0.0013689809,-0.12131429,0.02533559,0.044942547,0.008535683,-0.074630916,-0.09361708,-0.09129095,-0.09159011,-0.019745111,0.08498165,-0.078189254,-0.078820825,-0.04230255,-0.020882547,-0.003755331,0.020355344,-0.023911655,-0.004668355,0.03044381,-0.0048442483,0.041117713,0.012133284,0.052824065,-0.028632343,-0.13000673,0.029249646,0.004683704,0.0020329915,-0.062631845,0.066922024,-0.06363058,0.0047523296,0.07282896,-0.041439593,0.041951828,-0.10451114,0.13772875
-0.08137274,0.019526467,-0.0044499636,-0.037662983,0.0429025,0.0036014998,0.055377282,-0.08583528,-0.022928834,-0.11467332,0.05778388,0.10058177,-0.12522483,0.09862185,-0.0025244355,-0.100298285,-0.16204411,-0.13685566,-0.03303528,-0.03381604,0.07404058,-0.11853099,0.0054745227,-0.030169308,0.07120955,0.029202923,0.015000317,-0.07760644,0.00956774,0.028012447,-0.027850151,-0.001869142,-0.07713926,-0.0756439,-0.09823698,-0.013899267,0.13365759,-0.08778244,-0.10004938,-0.08676934,0.02342422,-0.065014124,0.04664118,-0.038452268,0.021309907,0.036760665,0.013252217,0.019867875,0.07885505,0.07351992,-0.030441165,-0.12480843,0.025723755,0.052731413,-0.003848374,-0.071917,0.12876087,-0.024851859,0.005098273,0.019004505,-0.061775506,-0.02827251,-0.06453037,0.17191255
-0.075366855,0.10552317,-0.020914912,-0.0026121736,0.04928626,-0.0016365647,0.024162441,-0.08923304,-0.030101717,-0.14405149,0.06431082,0.106194176,-0.13739944,0.108981475,0.008461468,-0.11929542,-0.14684933,-0.14289433,-0.041747212,-0.05790484,0.08028954,-0.13055408,-0.014556706,-0.038521647,0.061115786,0.039999224,0.046018448,-0.06773937,-0.012047887,0.009292744,0.019538552,0.02140645,-0.10057753,-0.093100905,-0.15393972,-0.00083714724,0.08272505,-0.05493319,-0.084207416,-0.07541567,0.05618415,-0.06680608,0.03481178,-0.07619101,0.029556414,0.021778584,0.02185664,0.074585214,0.058153912,0.030099219,-0.013338208,-0.14504957,0.034323122,0.038540762,0.008896418,-0.1072036,0.15115073,-0.0076871514,0.010303434,-0.04176408,-0.01818496,-0.020259917,-0.009615719,0.15960132
-0.062206626,0.097835526,-0.036153674,-0.012279391,0.045378283,-0.03689462,-0.021003902,-0.07751888,0.005384948,-0.12866837,0.067039415,0.06318736,-0.14063573,0.10345915,-0.0055271387,-0.12703592,-0.1563251,-0.14594847,-0.043002665,-0.008545101,0.11590089,-0.111236155,-0.02648604,-0.06489992,0.09519753,0.03609071,0.004258994,-0.07498896,-0.03225398,0.025475636,-0.023184478,0.00025131553,-0.08092737,-0.10102439,-0.13852721,-0.040231407,0.12273328,-0.046371102,-0.05696845,-0.10424441,0.038891472,-0.06862742,0.025600228,-0.049591362,0.03423386,0.012254812,0.029345274,0.053850513,0.03916318,0.09281233,-0.012319744,-0.14815968,0.06813254,0.07022028,-0.004224479,-0.06982398,0.13381115,-0.028957844,0.039580513,-0.018774748,-0.00024223328,-0.023113728,-0.048541486,0.20361334
-0.18609047,0.05789177,-0.02168727,-0.05426866,0.029117087,0.096529365,0.108498804,-0.09439516,-0.095366836,-0.104945004,0.01368423,0.13399369,-0.079574466,0.12567632,-0.012301445,-0.036713243,-0.12550509,-0.11030805,-0.06346828,-0.10655588,0.030520737,-0.053426445,0.032328814,0.053015806,0.05534878,-0.007902205,0.046805907,-0.14094079,0.011180695,0.064021826,0.08413015,-0.019779027,-0.06920141,-0.06868589,-0.06468767,0.055478282,0.05306534,-0.07238948,-0.12717462,-0.052259922,0.022892348,0.044422094,0.12554023,-0.048613667,-0.030943096,0.13892847,-0.06406182,0.024537325,0.060936913,-0.024874866,-0.11442602,-0.13068312,-0.07297075,-0.07884145,-0.037005067,-0.052389145,0.09333578,-0.0407176,-0.0059149265,0.019623857,-0.08696014,0.048455566,-0.054940462,0.053032454
-0.12067944,0.11262818,-0.048591018,-0.017683387,0.071811736,-0.008940458,0.03701633,-0.051846385,-0.007854879,-0.11889076,0.05840939,0.091767624,-0.11723554,0.12274434,-0.0007504225,-0.028458059,-0.12002802,-0.13716882,-0.092659175,-0.056209683,0.09553115,-0.039833546,-0.027534366,-0.03820896,0.051524464,-0.02937907,-0.015458405,-0.093844414,-0.013595223,0.08532695,0.0062977187,-0.048671663,-0.060870767,-0.08867031,-0.15922982,-0.009339094,0.087246835,-0.016722143,-0.05779612,-0.063801825,0.06852445,-0.041306436,0.082221195,-0.015496254,-0.004293442,0.0011547133,-0.011302948,0.065732576,0.08067308,0.001365792,-0.03873229,-0.14381433,-0.028959095,0.00804573,-0.009750247,-0.055624604,0.13623883,-0.07128239,0.07194484,-0.041938543,-0.007269442,0.023070898,-0.048655093,0.17866503
-0.1470505,0.0586588,0.015117351,-0.06394559,0.005506549,0.03901716,0.09056299,-0.06731528,-0.07909721,-0.055953145,-0.033094823,0.13971034,-0.08148873,0.043412734,-0.065585256,-0.043347776,-0.08453691,-0.06610358,-0.053577244,-0.10641426,0.008965589,-0.03725618,0.020489305,0.0011571925,0.06579762,-0.034082174,0.023062017,-0.14902264,0.032716144,0.049958587,0.07696439,-0.08802283,-0.038822234,-0.05733472,-0.037027597,0.037927918,0.06734236,-0.11033237,-0.14778018,-0.016895175,-0.0502944,0.058466643,0.07590168,-0.008991063,-0.06929731,0.104138725,-0.029764593,0.007219344,-0.0041873455,-0.0038455129,-0.10490227,-0.08934116,-0.017421126,-0.0280087,-0.046765327,-0.039550245,0.033459786,-0.06847638,0.017062,0.049018312,-0.070546746,0.066991,-0.066880524,0.09694474
-0.120881796,0.0447093,0.06464297,0.00031596795,-0.027937114,0.041784495,0.1250021,-0.029138267,-0.056977212,-0.054589808,-0.027529955,0.13914855,-0.071348846,0.06927502,-0.068076015,-0.09093416,-0.11152041,-0.07549769,-0.010697901,-0.042908728,0.051045172,-0.076462865,0.09295384,-0.025525331,0.02628528,-0.012623727,-0.045244098,-0.14335144,0.039568804,0.105664074,0.05680631,-0.03513354,-0.11740059,-0.060290754,-0.080406725,0.033564597,0.021041347,-0.13768035,-0.12372959,-0.00088202953,-0.021653473,0.019639693,0.05780998,0.022635132,-0.08324629,0.056041487,-0.028642356,0.015006882,0.017934239,0.016582718,-0.08859986,-0.08833611,0.018612541,0.0051906044,-0.076766014,-0.04678023,0.034348965,-0.06011665,0.007556694,0.058317024,-0.09350145,0.026721558,-0.08427024,0.1125861
-0.14816242,0.054894447,0.035555594,0.0029207654,-0.023652494,0.041953955,0.10390012,-0.040783048,-0.038790584,-0.06405705,-0.0079756975,0.09678965,-0.068878174,0.05531891,-0.059801877,-0.072847724,-0.107053936,-0.06086111,-0.010461152,-0.059246242,0.06477841,-0.054311633,0.0639804,0.0013711806,0.05786712,-0.018067598,-0.03990692,-0.14991605,0.02825966,0.08816504,0.054575093,-0.056785643,-0.10373968,-0.05536753,-0.07773143,0.021848371,0.021540895,-0.13069177,-0.110093236,-0.021549582,-0.022687674,0.024985671,0.04611533,0.015282048,-0.065986514,0.085619844,-0.026065588,0.020589612,0.020230036,0.008397075,-0.086348355,-0.08298671,0.008667367,-0.007457316,-0.05367887,-0.0309456,0.037529275,-0.06085968,-0.011681616,0.032201953,-0.09792924,0.029853385,-0.080547154,0.10644282
