x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0.12776971,0.26120734,0.07142536,0.019637391,0.047677495,-0.08586854,-0.009272456,0.09251932,0.18883196,0.10220477,-0.01474756,-0.09350705,-0.018062294,0.11462017,0.21672508,0.20421079,0.15036444,-0.08147812,0.08103414,0.008529252,0.04326369,0.047243357,0.14206389,-0.029090941,0.10011582,-0.0947662,-0.012953877,0.0993354,-0.05863762,0.16276957,-0.13056111,-0.18634427,-0.19122857,-0.10186815,-0.18262225,-0.018556714,-0.03235525,-0.03642696,0.11401011,-0.08638567,-0.055354595,0.09293264,0.21538559,0.031863198,-0.09966886,-0.23477799,-0.17151338,-0.046964586,-0.123732984,0.078016415,-0.113524556,0.13410152,-0.06381601,0.07310364,0.20245737,-0.009180307,-0.10718542,0.033340536,0.007361578,-0.07881808,-0.057169557,0.045810428,-0.14479274,0.080241404
0.11317824,0.21953788,0.08231676,0.025447577,0.052610934,-0.0747056,-0.0016039014,0.09999553,0.2182504,0.10376285,-0.006030202,-0.11708456,0.0092644505,0.14373387,0.1889926,0.20869952,0.15088788,-0.060690343,0.112754785,0.010477787,0.047924437,0.070186846,0.12186377,-0.025822163,0.07831378,-0.14190012,-0.02637577,0.084959485,-0.04578346,0.13807674,-0.13028473,-0.211339,-0.17242312,-0.12572157,-0.17328072,0.0033530472,-0.049256265,-0.0206483,0.15407218,-0.061510026,-0.09895116,0.11490301,0.19461393,-0.014272451,-0.11855751,-0.23795944,-0.17877907,-0.049096823,-0.16426569,0.062645055,-0.10898799,0.1458088,-0.06261909,0.091733746,0.21540907,-0.0003208518,-0.11408174,0.021016551,0.017054202,-0.07302153,-0.07242155,0.0415529,-0.11243719,0.072030686
0.07692544,0.18677567,0.11725792,0.021559522,0.046445377,-0.039966583,0.0888073,0.18890764,0.11225977,0.17947221,-0.0800975,-0.12049091,-0.07577556,0.029418603,0.26382476,0.15965173,0.08735219,-0.13570952,0.21552873,-0.02272147,-0.026627183,-0.047006488,0.16434106,-0.028974056,0.12214252,-0.08510399,0.0096105635,0.04025273,0.037397593,0.09673933,-0.13361055,-0.17209882,-0.14277679,-0.15899736,-0.15287536,0.036576405,-0.008927941,-0.0130741,0.18128815,-0.091629386,-0.05341935,0.078660905,0.12764087,-0.09365904,-0.13303417,-0.26794553,-0.09928751,-0.14170241,-0.15338123,0.022091728,-0.13852346,0.10254956,-0.08366078,0.04334749,0.20984948,-0.10034293,-0.11291659,0.010627817,-0.0312863,-0.030433536,-0.032464802,0.1788824,-0.15015733,0.1725595
0.05764626,0.21524295,0.029250678,-0.10216355,-0.009307444,-0.036041915,-0.0037038326,0.0555105,0.247756,0.04454711,0.02122887,-0.105353534,0.039828535,0.16127981,0.19167523,0.19806889,0.20827974,-0.079821765,-0.005641818,0.06806962,0.010347061,0.107536584,0.069073565,-0.07842368,0.036303554,-0.09535384,0.086311795,0.17882681,-0.15170199,0.12829852,-0.076223135,-0.16934443,-0.24665022,-0.098106444,-0.17231482,-0.059901357,-0.034394562,-0.009564698,0.15884647,-0.09996873,0.033464972,0.052943993,0.2034713,0.009952381,-0.06489968,-0.23954189,-0.23049033,-0.049031794,-0.13172162,0.10752526,-0.08247459,0.20564142,-0.061098337,0.10528187,0.21610563,0.049503967,-0.07949293,-0.014079809,0.06470699,-0.046001196,-0.01990074,-0.018675923,-0.13818711,0.018046517
-0.027983665,0.21198191,0.0012402972,-0.14714527,-0.03985524,0.014209719,-0.0069504976,0.024802722,0.24349502,0.013238549,0.05196473,-0.15900987,0.067446984,0.1963574,0.16274546,0.15847024,0.22496897,-0.07313615,-0.0022435784,0.07776612,-0.0060551167,0.10746804,0.104458354,-0.13708806,0.0477633,-0.05113089,0.056825854,0.21601516,-0.20341897,0.16473004,-0.053424,-0.18082917,-0.21503115,-0.09731704,-0.19378424,-0.07538533,-0.004980743,-0.05207926,0.11376243,-0.09722674,0.0782755,-0.012617648,0.15419073,-0.051107287,-0.066505015,-0.244861,-0.22566974,-0.053155303,-0.08909416,0.094056174,-0.059065282,0.20314221,-0.0563097,0.07723851,0.2286393,0.061175175,-0.07924378,0.007476319,0.053106852,-0.032453954,-0.0011184812,-0.032569766,-0.09569955,0.035016805
0.089509144,0.17803484,0.09886654,-0.008927822,0.046267223,-0.05055332,0.098996565,0.1929186,0.13664772,0.15564178,-0.08844054,-0.11140001,-0.071983576,0.030167311,0.25700802,0.17078125,0.10946116,-0.1360935,0.18358056,-0.0185318,-0.0061021447,-0.018766046,0.13544852,-0.028084695,0.13888256,-0.10929686,0.0134306885,0.045523725,0.017046638,0.10474147,-0.14918917,-0.17473048,-0.14867622,-0.1862216,-0.13230753,0.051573552,-0.005494058,0.011187619,0.1657176,-0.073518515,-0.05815053,0.073576786,0.14327946,-0.091796815,-0.11923349,-0.27640843,-0.10260022,-0.14161772,-0.17051357,0.04157553,-0.13762403,0.114706546,-0.08096737,0.047599327,0.21825418,-0.06949103,-0.1064527,0.03322099,-0.020155847,-0.07340646,-0.052093506,0.15995593,-0.15502048,0.15888551
0.1415406,0.2588156,0.098349884,0.0140073,0.06930265,-0.10985392,-0.01070714,0.09201162,0.2152983,0.11408292,-0.040820837,-0.099600494,-0.031933844,0.10383666,0.20717208,0.21496266,0.16750069,-0.08062196,0.09664019,-0.005666256,0.03305412,0.032254703,0.1525872,-0.0011661053,0.110862195,-0.098760724,-0.031752825,0.10147599,-0.07261312,0.1526067,-0.13180888,-0.2039954,-0.16212022,-0.11667359,-0.19182092,-0.017066658,-0.029067457,-0.024230659,0.0912988,-0.095419705,-0.068932414,0.0967927,0.2194638,0.04254549,-0.12603629,-0.25110948,-0.16557235,-0.026614428,-0.17589188,0.05736369,-0.1124742,0.122043855,-0.0850693,0.043945193,0.1805613,-0.03229624,-0.08507061,0.07481014,-0.034642935,-0.12185931,-0.086257815,0.02974914,-0.16155946,0.095544085
0.229447,0.25783607,0.1803126,0.081677034,0.09141813,-0.14204186,-0.04589063,0.13214116,0.21710962,0.13427004,-0.03480363,-0.062052727,-0.066676855,0.07037611,0.2578086,0.21258628,0.07698081,-0.10752249,0.12533593,-0.058616936,0.013737071,-0.06407982,0.22139893,0.071472086,0.17123702,-0.06935185,-0.07613969,0.0581848,-0.0389176,0.18644798,-0.10992873,-0.20490414,-0.112486124,-0.16602945,-0.17948264,0.0050232606,-0.03446728,-0.036448658,0.11853415,-0.113489985,-0.073842585,0.16060038,0.24802758,0.046950057,-0.1387493,-0.26097757,-0.16004813,-0.028367937,-0.21153641,0.004743181,-0.119690955,0.13814433,-0.086443186,-0.031785727,0.17881122,-0.068404675,-0.095642984,0.07969669,-0.027665138,-0.12133926,-0.09157312,0.09689557,-0.16060477,0.11517958
0.116372444,0.24445887,0.09969311,-0.053584993,0.06850142,-0.11770797,-0.0077781677,0.08400499,0.1860469,0.107812904,-0.07767016,-0.110388815,-0.003385663,0.12650433,0.23009355,0.18885955,0.11270623,-0.07863176,0.11870523,-0.0281111,0.005913306,0.008217953,0.13322029,-0.011083901,0.08991967,-0.036227524,-0.044550538,0.07088086,-0.061926246,0.19761774,-0.09720838,-0.18170023,-0.16720396,-0.08743912,-0.1936866,-0.0032930374,0.027762547,-0.040655255,0.0920325,-0.09794533,-0.013168275,0.07795602,0.16797343,0.0005789995,-0.16804403,-0.25996572,-0.15591717,-0.018339515,-0.16396487,0.0047102757,-0.050884962,0.10268289,-0.08906591,-0.03263241,0.1436494,-0.05249083,-0.06866926,0.08547634,-0.017905354,-0.03176266,-0.04332328,0.089644775,-0.13889188,0.13412029
0.0793217,0.18979767,0.0365198,-0.06502056,0.0024701208,-0.037000835,0.05995964,0.14966367,0.12851594,0.1385951,-0.0075620413,-0.08263177,0.008184355,0.14625892,0.24000968,0.15530312,0.15232506,-0.017546594,0.10229547,0.037576146,-0.025028586,0.05323051,0.122046806,-0.047716856,0.09030316,-0.13049042,0.016404431,0.13767675,-0.051232338,0.10758258,-0.13259763,-0.16942418,-0.21156955,-0.13356674,-0.13438016,-0.0031229258,-0.075791836,-0.0023759604,0.16255647,-0.039206862,-0.028348625,0.071695425,0.15090072,-0.04630357,-0.068448305,-0.23162866,-0.15882623,-0.09403384,-0.12791711,0.107289255,-0.15547526,0.13460506,-0.03286892,0.088143215,0.24588503,-0.010592818,-0.15588886,0.0135831535,0.042642828,-0.05789441,-0.031109333,0.09069627,-0.10180545,0.05522729
