x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0.0,0.0,0.24974489,0.22300202,0.22069387,0.065763496,0.0,0.0,0.10797976,0.037098594,0.03932394,0.0,0.19181694,0.32922935,0.058089714,0.16937152,0.12821215,0.20591448,0.0,0.1498273,0.0,0.0,0.15860794,0.0,0.0,0.14941473,0.0,0.0,0.24770848,0.0,0.25039497,0.32636726,0.20475475,0.09857543,0.36078548,0.2496517,0.0,0.09066053,0.21855974,0.094649784,0.036359705,0.179906,0.09885438,0.0,0.08097215,0.032845348,0.21912059,0.16459392,0.0,0.0,0.2031236,0.0,0.27367646,0.0,0.0,0.0,0.06258298,0.1963902,0.08181983,0.0,0.21142575,0.2010435,0.056558613,0.2279599
0.00027718017,0.05201832,0.20493451,0.14354269,0.15052266,0.015843995,0.0,0.0,0.08423253,0.049956713,0.041035127,0.0,0.20129158,0.25718847,0.033097643,0.14330196,0.1030257,0.17934264,0.0,0.10757102,0.0,0.0,0.14427106,0.0,0.0,0.07445366,0.0,0.0,0.1808968,0.0,0.18666092,0.32262668,0.12952325,0.14033113,0.37578234,0.25117588,0.0,0.1417089,0.17153804,0.10738887,0.020609349,0.22191978,0.057724405,0.0,0.11174202,0.020144142,0.21599022,0.17740901,0.0,0.0,0.11100572,0.0,0.28050688,0.0,0.0,0.023225196,0.16101143,0.08223577,0.06854419,0.0,0.15152481,0.19416204,0.08587979,0.1714387
0.0,0.033506192,0.14468557,0.10752562,0.18457139,0.12807621,0.0,0.0,0.09788379,0.0,0.051731884,0.0,0.12558119,0.28385386,0.16531819,0.11391101,0.09484181,0.2328507,0.0,0.11960896,0.007395788,0.0,0.20673919,0.0,0.0,0.11674881,0.0,0.0,0.2753541,0.0,0.30828577,0.3053775,0.23311695,0.012787342,0.38254443,0.2267034,0.0,0.17211726,0.06354147,0.119257905,0.047798537,0.24654286,0.071426496,0.0,0.06819831,0.03359712,0.21467267,0.19455813,0.0,0.0,0.16884121,0.0,0.21242443,0.0,0.0,0.068407804,0.029068649,0.1013023,0.08719476,0.0,0.070524916,0.3311603,0.0,0.109208435
0.16916525,0.10016031,0.3214826,0.3413303,0.117726535,0.0255466,0.0,0.0,0.19750921,0.10492906,0.038493406,0.0,0.34652212,0.2732203,0.0,0.18262105,0.21888152,0.18510829,0.0,0.11306356,0.0,0.027575819,0.057950683,0.0,0.0,0.046941787,0.0,0.0,0.09322171,0.0,0.18600374,0.3373371,0.16366236,0.27222335,0.38472936,0.29346323,0.0,0.0,0.28362796,0.05504144,0.046508923,0.10827358,0.0,0.0,0.19497436,0.0,0.19091627,0.15357634,0.0,0.0,0.0953638,0.0,0.3237559,0.0,0.0,0.0,0.30737278,0.0583165,0.14720751,0.0,0.253384,0.23479053,0.21830678,0.29977706
0.052982252,0.10993761,0.18349817,0.20484796,0.115169786,0.026169721,0.0,0.0,0.11799661,0.079425246,0.07858223,0.0,0.24321432,0.21674392,0.03069193,0.14604849,0.121831775,0.15233567,0.0,0.092655204,0.0021596313,0.0,0.08966878,0.0,0.0,0.020270858,0.0,0.0,0.16274369,0.0,0.18707567,0.3204104,0.17941564,0.18455732,0.37754795,0.23643562,0.0,0.10061428,0.19668628,0.099401206,0.07968159,0.18772604,0.015842343,0.0,0.11536264,0.004990534,0.20847425,0.17234607,0.0,0.0,0.109654956,0.0,0.21769646,0.0,0.0,0.024356429,0.2287694,0.05457547,0.13957986,0.0,0.13361338,0.24461289,0.13825724,0.1899679
0.0,0.02604001,0.09198025,0.0842548,0.19955753,0.14472471,0.0,0.0,0.062075377,0.0,0.099748805,0.0,0.07647709,0.34087306,0.16392215,0.07499124,0.06352638,0.3051477,0.0,0.17665738,0.0,0.0,0.24251607,0.0,0.0,0.1500469,0.0,0.0,0.33386183,0.0,0.35829324,0.2919268,0.2836336,0.0,0.38993832,0.23105898,0.0,0.1930529,0.03204474,0.11553055,0.13987462,0.2742895,0.077790186,0.0,0.075132154,0.0537405,0.22633746,0.19511935,0.0,0.049594913,0.23147085,0.0,0.15455419,0.0,0.0,0.04768425,0.0,0.14421238,0.03805605,0.0,0.04053203,0.42782772,0.0,0.124115184
0.0,0.033584945,0.20158534,0.13830058,0.15879546,0.042954728,0.0,0.0,0.0765317,0.049302276,0.046701774,0.0,0.15179464,0.24770562,0.047172457,0.15402552,0.10473714,0.19419056,0.0,0.13377717,0.0,0.0,0.14712352,0.0,0.0,0.08914947,0.0,0.0,0.20158784,0.0,0.19441682,0.3207183,0.14963806,0.11649181,0.37713525,0.23632061,0.0,0.13914368,0.1626901,0.107431985,0.023209825,0.21647005,0.052605726,0.0,0.08122198,0.024981568,0.215637,0.17722441,0.0,0.0,0.12207074,0.0,0.2702426,0.0,0.0,0.02427789,0.12845238,0.11644273,0.04226265,0.0,0.14126734,0.20863245,0.07410634,0.1901579
0.0,0.0,0.27583444,0.06728795,0.36253673,0.41443983,0.0,0.0,0.0,0.0,0.034860827,0.0,0.09025237,0.4404412,0.2458603,0.16398436,0.0063476562,0.4342949,0.0,0.36517534,0.0,0.0,0.24396236,0.0,0.0,0.32682484,0.0,0.0,0.42530304,0.0,0.28651005,0.29727185,0.21609187,0.0,0.35612884,0.33783948,0.0,0.09695556,0.09029114,0.0604303,0.13577229,0.23281227,0.30516523,0.0,0.0,0.10332028,0.22456029,0.17442188,0.0,0.038289253,0.4692969,0.0,0.30353677,0.0,0.0,0.0,0.0,0.2945567,0.0,0.0,0.2118034,0.3265151,0.0,0.26530004
0.0,0.078338005,0.19885695,0.12794247,0.13227277,0.021936491,0.0,0.0,0.08538644,0.0,0.08303393,0.0,0.21341203,0.25074583,0.10640034,0.12921116,0.15537472,0.17721206,0.0,0.1434013,0.0,0.0,0.17105943,0.0,0.0,0.12313488,0.0,0.0,0.19823581,0.0,0.2538287,0.31281877,0.19794634,0.07624153,0.3809317,0.25708222,0.0,0.15363695,0.11676964,0.10396456,0.10268061,0.21078861,0.047020778,0.0,0.039541397,0.006166449,0.21844265,0.17304944,0.0,0.0,0.1711353,0.0,0.22868837,0.0,0.0,0.034532875,0.12192534,0.16581827,0.04969,0.0,0.17067659,0.23099887,0.0564048,0.14745587
0.0,0.062339135,0.102969356,0.25615364,0.20024636,0.059741184,0.0,0.0,0.19221187,0.092829674,0.08366726,0.0,0.2258503,0.38369468,0.06407901,0.03494034,0.15867463,0.18277402,0.0,0.098566405,0.0,0.007573953,0.18058404,0.0,0.050079077,0.11612944,0.0,0.0,0.29792088,0.0,0.35116193,0.29792854,0.2729033,0.082969,0.3730408,0.1755634,0.0,0.042834446,0.12774482,0.080763176,0.15980203,0.20144698,0.021925163,0.0,0.15406132,0.0,0.21210136,0.16037396,0.0,0.08695969,0.21134645,0.0,0.25416842,0.0,0.0,0.07393895,0.10034035,0.105892874,0.13698782,0.0,0.095520854,0.32666457,0.04262557,0.09703448
0.05549145,0.09209568,0.21530594,0.17925543,0.12614316,0.0,0.0,0.0,0.10650613,0.051394157,0.060856633,0.0,0.23605716,0.22841017,0.03519591,0.15209277,0.1421321,0.16518548,0.0,0.11096153,0.0,0.0,0.116635315,0.0,0.0,0.049415,0.0,0.0,0.13826631,0.0,0.17821334,0.31429148,0.13570179,0.1620367,0.38814032,0.24649768,0.0,0.12214489,0.17958958,0.100903876,0.049702354,0.2109976,0.026580889,0.0,0.112411454,0.0071559604,0.2107487,0.16851318,0.0,0.0,0.09917712,0.0,0.24853624,0.0,0.0,0.0021795146,0.17218134,0.045805525,0.07833113,0.0,0.16492747,0.1915309,0.11597671,0.17431077
0.0,0.0,0.19269136,0.1402534,0.360887,0.22854948,0.0,0.0,0.10046448,0.0,0.0,0.0,0.11806828,0.45648903,0.17431769,0.12109499,0.054072514,0.39543813,0.0,0.2661289,0.0,0.0,0.2680868,0.0,0.0,0.26432538,0.0,0.0,0.43346554,0.0,0.3278967,0.3010852,0.273627,0.0,0.3720261,0.26637566,0.0,0.089905545,0.12470026,0.10303427,0.13579914,0.21676572,0.20250352,0.0,0.026178129,0.072766855,0.20471646,0.18509212,0.0,0.0,0.3158795,0.0,0.2709727,0.0,0.0,0.0,0.0,0.27038127,0.04430182,0.005756257,0.16014032,0.39288864,0.0,0.1607379
0.0,0.0,0.21611619,0.17856105,0.22017956,0.0087181255,0.0,0.0,0.13619949,0.048035637,0.020593807,0.0,0.21500072,0.3639601,0.0,0.112724915,0.12395643,0.21379454,0.0,0.21212798,0.0,0.0,0.18343988,0.0,0.0,0.098751485,0.0,0.0,0.30600643,0.0,0.19971585,0.32046437,0.13231702,0.1025797,0.38399178,0.28424844,0.0,0.07561495,0.24231291,0.080261,0.060368914,0.15660861,0.06912601,0.0,0.09957078,0.017548861,0.20898402,0.1696958,0.0,0.0,0.16728011,0.0,0.33592877,0.0,0.0,0.0,0.091330916,0.15961598,0.06056056,0.0,0.18292636,0.2553496,0.030444965,0.20487735
0.07066855,0.11602281,0.22344923,0.2378432,0.103127,0.0,0.0,0.0,0.1438339,0.067930534,0.067594126,0.0,0.27955082,0.23308769,0.015660506,0.13576953,0.17004429,0.14266068,0.0,0.07915255,0.0,0.017483821,0.1074768,0.0,0.0,0.016023148,0.0,0.0,0.10746212,0.0,0.18792117,0.32318622,0.18042824,0.22706649,0.38566035,0.24871914,0.0,0.09702697,0.17847042,0.09502972,0.039646503,0.19467877,0.009053083,0.0,0.14315382,0.0,0.205646,0.1717219,0.0,0.0,0.060560532,0.0,0.26628688,0.0,0.0,0.0,0.2541701,0.021211024,0.14297129,0.0,0.14079091,0.21387243,0.16814706,0.20055687
0.0,0.10267306,0.0,0.1116264,0.10465303,0.12568894,0.0,0.0,0.16034515,0.20820832,0.25899723,0.0033194646,0.045887128,0.46481672,0.023008864,0.0,0.23036593,0.14208037,0.0,0.1464629,0.0012804708,0.088540114,0.27531058,0.0,0.21316618,0.09894556,0.0,0.0,0.39560196,0.0,0.44849658,0.24109888,0.36065814,0.0,0.36288705,0.048511595,0.0,0.2184684,0.015071183,0.13222766,0.25971678,0.30080226,0.0045692623,0.0,0.09220128,0.07852145,0.2440723,0.19102864,0.0,0.18889003,0.2666692,0.0,0.14774618,0.0,0.0,0.20159408,0.0,0.106501594,0.078925095,0.005706284,0.0,0.47522074,0.0,0.0053931326
0.0,0.056949258,0.14035976,0.102988504,0.16773032,0.042601876,0.0,0.0,0.09689585,0.0,0.07440646,0.0,0.13583916,0.24880376,0.104496285,0.09795053,0.0851191,0.2006376,0.0,0.07470448,0.004996609,0.0,0.1633727,0.0,0.0,0.083761305,0.0,0.0,0.2199721,0.0,0.25398642,0.3066415,0.20383936,0.06317515,0.38058951,0.1869609,0.0,0.17677458,0.083942726,0.12787111,0.053803332,0.25974515,0.04769963,0.0,0.0949568,0.022702284,0.22747253,0.18976484,0.0,0.0,0.12560552,0.0,0.20326985,0.0,0.0,0.08817326,0.058728486,0.052134853,0.08232838,0.0,0.07478704,0.2994224,0.018100694,0.096171916
0.09011296,0.11406885,0.23885483,0.2630662,0.11680467,0.0,0.0,0.0,0.15189618,0.08361264,0.036606558,0.0,0.2795734,0.25413522,0.023201812,0.18709692,0.17642274,0.17163788,0.0,0.07863235,0.0,0.0033391006,0.10912102,0.0,0.0,0.03953371,0.0,0.0,0.1532101,0.0,0.17225057,0.32449558,0.12120287,0.20017253,0.38455763,0.2711466,0.0,0.06974751,0.21779664,0.079811454,0.046097647,0.15894908,0.019082734,0.0,0.098498054,0.0,0.2038289,0.16176265,0.0,0.0,0.08605639,0.0,0.2786308,0.0,0.0,0.0,0.20645246,0.05758814,0.12451524,0.0,0.17612179,0.22958726,0.12726313,0.20164561
