x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0.11438851,0.1566627,0.16801298,0.05574567,0.07241504,0.093276,0.19284503,0.12447918,0.18082762,0.022736425,0.003105387,0.16525978,0.0,0.045170486,0.21910848,0.26981306,0.08135149,0.10688139,0.07964191,0.065945685,0.08576354,0.0,0.0,0.13389273,0.14963078,0.20055829,0.10970248,0.09379579,0.05465421,0.08735112,0.20079952,0.06458472,0.2185082,0.085702665,0.07544758,0.087645024,0.08262924,0.13926385,0.11903352,0.30800927,0.12588462,0.15516183,0.13202037,0.17636383,0.20589952,0.12631908,0.08919108,0.0,0.024283752,0.011682896,0.0,0.094446346,0.29125115,0.19581747,0.17263998,0.10291674,0.114088096,0.0,0.065343454,0.0,0.088966444,0.10004922,0.14831921,0.06740934
0.347651,0.1908055,0.1808498,0.0,0.18586189,0.19632307,0.09064345,0.0,0.0008891076,0.020777294,0.0,0.13965276,0.0,0.020474821,0.19259582,0.32936254,0.062448435,0.0886067,0.14928322,0.24298021,0.0,0.0,0.0,0.28798437,0.0,0.26804274,0.0,0.18191236,0.010338388,0.033867534,0.18305688,0.0,0.012081325,0.0,0.28504473,0.09461831,0.0,0.13299465,0.0,0.299884,0.24260533,0.2007347,0.0044026524,0.33885336,0.22264533,0.081968345,0.0,0.0,0.015691387,0.034730554,0.0,0.37506282,0.2599934,0.18960764,0.13138697,0.08169646,0.1267721,0.0,0.057534624,0.063379064,0.0,0.22288787,0.048481837,0.0
0.15447268,0.17116855,0.16220567,0.053754337,0.119663686,0.14661089,0.2392213,0.0,0.120987855,0.023497751,0.0,0.17480843,0.0,0.011790551,0.21001884,0.20264311,0.059174247,0.104081236,0.12111354,0.10140872,0.021112807,0.0,0.0,0.21713808,0.18537445,0.22057231,0.11526631,0.08817255,0.03703258,0.049066458,0.23482594,0.019226328,0.24530351,0.15639193,0.06483343,0.09341412,0.019413503,0.14865568,0.14809555,0.33206257,0.13467254,0.117450625,0.16902779,0.2983303,0.1438508,0.12360653,0.0,0.0,0.024422903,0.0,0.0,0.19518316,0.2985309,0.22195944,0.15276083,0.10967211,0.07325113,0.0,0.06515287,0.0,0.066871375,0.115099475,0.10138397,0.07116437
0.29653993,0.20953676,0.17982814,0.0,0.15287894,0.1531187,0.11703747,0.0,0.03791994,0.024875242,0.01826356,0.16120178,0.0,0.03978308,0.19599466,0.3834318,0.054203704,0.1315778,0.1341356,0.20843685,0.0,0.0,0.0,0.23892722,0.0,0.21886325,0.0,0.12081829,0.0143284425,0.049548607,0.18087244,0.0,0.057055354,0.0,0.26350695,0.09515085,0.0,0.123396024,0.0,0.3002284,0.24018377,0.20069072,0.033816185,0.25565326,0.20056851,0.06666635,0.0,0.0,0.014319032,0.04124768,0.0,0.3500473,0.2650908,0.19785237,0.14099076,0.07368843,0.14787877,0.0,0.06231921,0.0,0.0,0.2027312,0.07337239,0.0
0.25177145,0.23180665,0.15873466,0.027856426,0.07328674,0.080188334,0.07147293,0.0056066792,0.17011172,0.026008315,0.020681474,0.1525303,0.0,0.06836859,0.14346454,0.35033125,0.13075632,0.1237542,0.10338251,0.085294746,0.09864895,0.0,0.008824339,0.20245466,0.11758614,0.08854848,0.0,0.1389324,0.06226799,0.033358257,0.15537395,0.06537774,0.15015107,0.0,0.19222766,0.060636293,0.0055893976,0.115170926,0.06270568,0.2793704,0.21820548,0.19274253,0.030038185,0.114608586,0.16594847,0.10229448,0.020629521,0.0,0.013156389,0.00017233193,0.0,0.18154818,0.2593557,0.18115377,0.14540248,0.026725553,0.068940565,0.0,0.07041921,0.028681625,0.0,0.14917102,0.09604785,0.0
0.15035084,0.13334987,0.17106214,0.0,0.060407802,0.055036142,0.06831858,0.12860033,0.17743093,0.041997995,0.03709449,0.16426343,0.0,0.08892988,0.18772545,0.34112924,0.002474822,0.14258917,0.07970798,0.05849474,0.058455534,0.0,0.021194454,0.14096643,0.12516828,0.11729628,0.05774643,0.084737726,0.08672752,0.039342944,0.18322565,0.0902423,0.16254392,0.050227422,0.1080999,0.1043589,0.040190376,0.12156635,0.11732255,0.2800712,0.16582713,0.08375877,0.06762791,0.0877396,0.16754645,0.11026793,0.056236662,0.0,0.01837685,0.035315394,0.0,0.12329823,0.26285386,0.13236773,0.17649949,0.059327647,0.11541282,0.0,0.0741221,0.0,0.061404493,0.08556257,0.1596955,0.0
0.26809424,0.20010358,0.16171418,0.0,0.15033476,0.1005523,0.09095317,0.0,0.07608957,0.025571413,0.0151264705,0.13224085,0.0,0.02417994,0.15930744,0.34995595,0.076597065,0.10871198,0.112072304,0.123593956,0.01677522,0.0,0.0,0.22404058,0.050193004,0.11721608,0.0,0.08962397,0.031054616,0.0377135,0.18283193,0.032048024,0.11742186,0.0,0.1718033,0.10532893,0.0,0.12913373,0.036789685,0.27914625,0.22424895,0.13505648,0.036090802,0.19851479,0.20263112,0.05899505,0.0,0.0,0.024228983,0.049970537,0.0,0.22193721,0.25279158,0.1535553,0.15684532,0.057162493,0.14804533,0.0,0.06878097,0.0,0.0,0.14024456,0.07596808,0.0
0.26365468,0.17810056,0.15376031,0.0,0.14516076,0.15619667,0.08428067,0.0,0.099647075,0.01785631,0.0172121,0.14480112,0.0,0.02328337,0.15268509,0.33490524,0.101543844,0.028595477,0.10306884,0.13538592,0.021210626,0.0,0.0,0.17446823,0.044844277,0.18223229,0.0,0.1918909,0.0495931,0.0,0.18310557,0.0,0.10809103,0.0,0.22091588,0.09646581,0.0,0.1463397,0.051449656,0.2586541,0.2645528,0.12602341,0.028365534,0.26457798,0.11918147,0.028652743,0.0,0.0,0.016035492,0.0,0.0,0.28256428,0.25993195,0.21517316,0.08759578,0.07358845,0.049450956,0.0,0.06923431,0.071915776,0.0,0.14008683,0.07955101,0.0
0.20269032,0.1928663,0.15273385,0.0,0.1359481,0.07004322,0.104949035,0.017519567,0.108348355,0.02848104,0.024555277,0.15767795,0.0,0.044490807,0.15430966,0.317414,0.078195415,0.10217078,0.06474149,0.07044363,0.042398155,0.0,0.033160552,0.17188448,0.10349053,0.09464598,0.0,0.048448063,0.048764966,0.059182305,0.16823228,0.03263869,0.1321143,0.0,0.124005035,0.107395336,0.021841684,0.13364328,0.084982336,0.26964277,0.22027194,0.11764637,0.0,0.1296652,0.19031957,0.07477908,0.033855274,0.0,0.030206483,0.03568212,0.0,0.12501934,0.27058333,0.14834446,0.11518373,0.038969517,0.10455354,0.0,0.060527265,0.0,0.0,0.09450902,0.1465825,0.0
0.27038476,0.1752586,0.15778884,0.0,0.13306326,0.13239259,0.1199355,0.0,0.09540882,0.027075801,0.030137636,0.15582906,0.0,0.03835617,0.20083953,0.36654598,0.03491514,0.12704301,0.085128084,0.15337868,0.0011142939,0.0,0.0,0.20618364,0.0049818233,0.16582239,0.0,0.107184604,0.010788061,0.017418824,0.18783051,0.024645068,0.10018049,0.0,0.20497817,0.10257154,0.0,0.12707958,0.0042077526,0.30317795,0.2156376,0.16007996,0.032359503,0.18913326,0.19359355,0.073296614,0.0,0.0,0.0144441435,0.04729906,0.0,0.2671001,0.2632405,0.1692457,0.1336117,0.06623807,0.11480464,0.0,0.07116637,0.0,0.0,0.16384035,0.08969679,0.0
